IntensityIn IntensityOut Luminance
4.517704517704517614e-02 2.112112112110000051e-01 2.500569001473596842e+01
4.542124542124541947e-02 2.112112112110000051e-01 2.500569001473596842e+01
4.566544566544566280e-02 2.122122122120000121e-01 2.520092390629178425e+01
4.590964590964591308e-02 2.132132132129999913e-01 2.539846947711851044e+01
4.615384615384615641e-02 2.132132132129999913e-01 2.539846947711851044e+01
4.639804639804639974e-02 2.142142142139999983e-01 2.560093357905814315e+01
4.664224664224664307e-02 2.152152152150000053e-01 2.581351587802490499e+01
4.688644688644688641e-02 2.152152152150000053e-01 2.581351587802490499e+01
4.713064713064712974e-02 2.162162162160000123e-01 2.604102525876635710e+01
4.737484737484737307e-02 2.172172172169999915e-01 2.628500739358732474e+01
4.761904761904761640e-02 2.172172172169999915e-01 2.628500739358732474e+01
4.786324786324785974e-02 2.182182182179999985e-01 2.654294990104449425e+01
4.810744810744811001e-02 2.182182182179999985e-01 2.654294990104449425e+01
4.835164835164835334e-02 2.192192192190000055e-01 2.680869285587124295e+01
4.859584859584859667e-02 2.192192192190000055e-01 2.680869285587124295e+01
4.884004884004884001e-02 2.202202202200000125e-01 2.707402112738256861e+01
4.908424908424908334e-02 2.202202202200000125e-01 2.707402112738256861e+01
4.932844932844932667e-02 2.212212212209999918e-01 2.733083378404991848e+01
4.957264957264957000e-02 2.212212212209999918e-01 2.733083378404991848e+01
4.981684981684982028e-02 2.222222222219999987e-01 2.757402487155933102e+01
5.006105006105006361e-02 2.222222222219999987e-01 2.757402487155933102e+01
5.030525030525030694e-02 2.232232232230000057e-01 2.780259239664713178e+01
5.054945054945055027e-02 2.232232232230000057e-01 2.780259239664713178e+01
5.079365079365079361e-02 2.242242242240000127e-01 2.801792989254227706e+01
5.103785103785103694e-02 2.252252252249999920e-01 2.822311732187813504e+01
5.128205128205128027e-02 2.252252252249999920e-01 2.822311732187813504e+01
5.152625152625152360e-02 2.262262262259999990e-01 2.842253826290862406e+01
5.177045177045176694e-02 2.272272272270000060e-01 2.862039342347742021e+01
5.201465201465201721e-02 2.272272272270000060e-01 2.862039342347742021e+01
5.225885225885226054e-02 2.282282282280000130e-01 2.881928548203517693e+01
5.250305250305250387e-02 2.292292292289999922e-01 2.902225987588868250e+01
5.274725274725274721e-02 2.292292292289999922e-01 2.902225987588868250e+01
5.299145299145299054e-02 2.302302302299999992e-01 2.923185744142076103e+01
5.323565323565323387e-02 2.312312312310000062e-01 2.944893789719864685e+01
5.347985347985347721e-02 2.312312312310000062e-01 2.944893789719864685e+01
5.372405372405372748e-02 2.322322322320000132e-01 2.967218131343675580e+01
5.396825396825397081e-02 2.332332332329999924e-01 2.989992250708559851e+01
5.421245421245421414e-02 2.332332332329999924e-01 2.989992250708559851e+01
5.445665445665445747e-02 2.342342342339999994e-01 3.012831437034743587e+01
5.470085470085470081e-02 2.342342342339999994e-01 3.012831437034743587e+01
5.494505494505494414e-02 2.352352352350000064e-01 3.035230634119001891e+01
5.518925518925518747e-02 2.352352352350000064e-01 3.035230634119001891e+01
5.543345543345543081e-02 2.362362362360000134e-01 3.056787489119136225e+01
5.567765567765567414e-02 2.372372372369999927e-01 3.077428133012605826e+01
5.592185592185592441e-02 2.372372372369999927e-01 3.077428133012605826e+01
5.616605616605616774e-02 2.382382382379999997e-01 3.097237361518608267e+01
5.641025641025641107e-02 2.392392392390000067e-01 3.116566612107872203e+01
5.665445665445665441e-02 2.392392392390000067e-01 3.116566612107872203e+01
5.689865689865689774e-02 2.402402402400000136e-01 3.136047508553784979e+01
5.714285714285714107e-02 2.412412412409999929e-01 3.156302986388263676e+01
5.738705738705738441e-02 2.412412412409999929e-01 3.156302986388263676e+01
5.763125763125763468e-02 2.422422422419999999e-01 3.177691084627989682e+01
5.787545787545787801e-02 2.432432432430000069e-01 3.200384391965016562e+01
5.811965811965812134e-02 2.432432432430000069e-01 3.200384391965016562e+01
5.836385836385836468e-02 2.442442442440000139e-01 3.224336280238768637e+01
5.860805860805860801e-02 2.442442442440000139e-01 3.224336280238768637e+01
5.885225885225885134e-02 2.452452452449999931e-01 3.249203886400238162e+01
5.909645909645909467e-02 2.462462462460000001e-01 3.274604624305109013e+01
5.934065934065933801e-02 2.462462462460000001e-01 3.274604624305109013e+01
5.958485958485958134e-02 2.472472472470000071e-01 3.300183262490748604e+01
5.982905982905983161e-02 2.472472472470000071e-01 3.300183262490748604e+01
6.007326007326007494e-02 2.482482482479999863e-01 3.325600807779903789e+01
6.031746031746031828e-02 2.482482482479999863e-01 3.325600807779903789e+01
6.056166056166056161e-02 2.492492492489999933e-01 3.350580488462657058e+01
6.080586080586080494e-02 2.492492492489999933e-01 3.350580488462657058e+01
6.105006105006104827e-02 2.502502502499999726e-01 3.374921260907624543e+01
6.129426129426129161e-02 2.502502502499999726e-01 3.374921260907624543e+01
6.153846153846154188e-02 2.512512512510000073e-01 3.398374808344198783e+01
6.178266178266178521e-02 2.512512512510000073e-01 3.398374808344198783e+01
6.202686202686202854e-02 2.522522522519999866e-01 3.420825565778728361e+01
6.227106227106227188e-02 2.532532532530000213e-01 3.442361098544483156e+01
6.251526251526251521e-02 2.532532532530000213e-01 3.442361098544483156e+01
6.275946275946275854e-02 2.542542542540000006e-01 3.463198195339244023e+01
6.300366300366300187e-02 2.552552552549999798e-01 3.483778932100491232e+01
6.324786324786324521e-02 2.552552552549999798e-01 3.483778932100491232e+01
6.349206349206348854e-02 2.562562562560000146e-01 3.504766081275195688e+01
6.373626373626373187e-02 2.562562562560000146e-01 3.504766081275195688e+01
6.398046398046397520e-02 2.572572572569999938e-01 3.526768654444967410e+01
6.422466422466421854e-02 2.582582582579999730e-01 3.550096696628818194e+01
6.446886446886446187e-02 2.582582582579999730e-01 3.550096696628818194e+01
6.471306471306471908e-02 2.592592592590000078e-01 3.574739319069981036e+01
6.495726495726496241e-02 2.592592592590000078e-01 3.574739319069981036e+01
6.520146520146520575e-02 2.602602602599999870e-01 3.600195525136591357e+01
6.544566544566544908e-02 2.602602602599999870e-01 3.600195525136591357e+01
6.568986568986569241e-02 2.612612612610000218e-01 3.625493142341328223e+01
6.593406593406593574e-02 2.622622622620000010e-01 3.649407583915013475e+01
6.617826617826617908e-02 2.622622622620000010e-01 3.649407583915013475e+01
6.642246642246642241e-02 2.632632632629999803e-01 3.670939626207999140e+01
6.666666666666666574e-02 2.632632632629999803e-01 3.670939626207999140e+01
6.691086691086690907e-02 2.642642642640000150e-01 3.689530034812581505e+01
6.715506715506715241e-02 2.652652652649999943e-01 3.705344417475694740e+01
6.739926739926739574e-02 2.662662662659999735e-01 3.719358209517709923e+01
6.764346764346763907e-02 2.672672672670000082e-01 3.733178697671873181e+01
6.788766788766788240e-02 2.672672672670000082e-01 3.733178697671873181e+01
6.813186813186812574e-02 2.682682682679999875e-01 3.748402431674312396e+01
6.837606837606838295e-02 2.692692692690000222e-01 3.766339476931940311e+01
6.862026862026862628e-02 2.702702702700000015e-01 3.787578243650261811e+01
6.886446886446886961e-02 2.702702702700000015e-01 3.787578243650261811e+01
6.910866910866911295e-02 2.712712712709999807e-01 3.811906040642746518e+01
6.935286935286935628e-02 2.722722722720000155e-01 3.838578752275881811e+01
6.959706959706959961e-02 2.722722722720000155e-01 3.838578752275881811e+01
6.984126984126984294e-02 2.732732732729999947e-01 3.866852907894784863e+01
7.008547008547008628e-02 2.732732732729999947e-01 3.866852907894784863e+01
7.032967032967032961e-02 2.742742742739999739e-01 3.896038608010339033e+01
7.057387057387057294e-02 2.742742742739999739e-01 3.896038608010339033e+01
7.081807081807081627e-02 2.742742742739999739e-01 3.896038608010339033e+01
7.106227106227105961e-02 2.752752752750000087e-01 3.925889850186997165e+01
7.130647130647130294e-02 2.752752752750000087e-01 3.925889850186997165e+01
7.155067155067154627e-02 2.762762762759999879e-01 3.956454249023187231e+01
7.179487179487178961e-02 2.762762762759999879e-01 3.956454249023187231e+01
7.203907203907203294e-02 2.772772772770000227e-01 3.987709192327048413e+01
7.228327228327227627e-02 2.772772772770000227e-01 3.987709192327048413e+01
7.252747252747253348e-02 2.782782782780000019e-01 4.019399610022318114e+01
7.277167277167277681e-02 2.782782782780000019e-01 4.019399610022318114e+01
7.301587301587302015e-02 2.782782782780000019e-01 4.019399610022318114e+01
7.326007326007326348e-02 2.792792792789999812e-01 4.051235034088239217e+01
7.350427350427350681e-02 2.792792792789999812e-01 4.051235034088239217e+01
7.374847374847375014e-02 2.802802802800000159e-01 4.082760678714429048e+01
7.399267399267399348e-02 2.802802802800000159e-01 4.082760678714429048e+01
7.423687423687423681e-02 2.802802802800000159e-01 4.082760678714429048e+01
7.448107448107448014e-02 2.812812812809999952e-01 4.113601963079557322e+01
7.472527472527472348e-02 2.812812812809999952e-01 4.113601963079557322e+01
7.496947496947496681e-02 2.822822822819999744e-01 4.143695717218393071e+01
7.521367521367521014e-02 2.822822822819999744e-01 4.143695717218393071e+01
7.545787545787545347e-02 2.832832832830000092e-01 4.173144340972716293e+01
7.570207570207569681e-02 2.832832832830000092e-01 4.173144340972716293e+01
7.594627594627594014e-02 2.842842842839999884e-01 4.202052169120155867e+01
7.619047619047619735e-02 2.842842842839999884e-01 4.202052169120155867e+01
7.643467643467644068e-02 2.852852852850000231e-01 4.230468713255187652e+01
7.667887667887668401e-02 2.852852852850000231e-01 4.230468713255187652e+01
7.692307692307692735e-02 2.852852852850000231e-01 4.230468713255187652e+01
7.716727716727717068e-02 2.862862862860000024e-01 4.258359182471973980e+01
7.741147741147741401e-02 2.862862862860000024e-01 4.258359182471973980e+01
7.765567765567765735e-02 2.872872872869999816e-01 4.285670081484512650e+01
7.789987789987790068e-02 2.872872872869999816e-01 4.285670081484512650e+01
7.814407814407814401e-02 2.882882882880000164e-01 4.312461734764120536e+01
7.838827838827838734e-02 2.882882882880000164e-01 4.312461734764120536e+01
7.863247863247863068e-02 2.892892892889999956e-01 4.338903430229818525e+01
7.887667887667887401e-02 2.892892892889999956e-01 4.338903430229818525e+01
7.912087912087911734e-02 2.902902902899999749e-01 4.365275468003966353e+01
7.936507936507936067e-02 2.902902902899999749e-01 4.365275468003966353e+01
7.960927960927960401e-02 2.912912912910000096e-01 4.391841720223984424e+01
7.985347985347984734e-02 2.912912912910000096e-01 4.391841720223984424e+01
8.009768009768009067e-02 2.922922922919999889e-01 4.418551802677318818e+01
8.034188034188034788e-02 2.922922922919999889e-01 4.418551802677318818e+01
8.058608058608059121e-02 2.932932932930000236e-01 4.445140515329421049e+01
8.083028083028083455e-02 2.932932932930000236e-01 4.445140515329421049e+01
8.107448107448107788e-02 2.942942942940000028e-01 4.471188849713649205e+01
8.131868131868132121e-02 2.952952952949999821e-01 4.496321238570730117e+01
8.156288156288156455e-02 2.952952952949999821e-01 4.496321238570730117e+01
8.180708180708180788e-02 2.962962962960000168e-01 4.520243154308589340e+01
8.205128205128205121e-02 2.962962962960000168e-01 4.520243154308589340e+01
8.229548229548229454e-02 2.972972972969999961e-01 4.543233455332661208e+01
8.253968253968253788e-02 2.972972972969999961e-01 4.543233455332661208e+01
8.278388278388278121e-02 2.982982982979999753e-01 4.565937385847236385e+01
8.302808302808302454e-02 2.982982982979999753e-01 4.565937385847236385e+01
8.327228327228326787e-02 2.992992992990000101e-01 4.589299687778080283e+01
8.351648351648351121e-02 3.003003002999999893e-01 4.614219651027878655e+01
8.376068376068375454e-02 3.003003002999999893e-01 4.614219651027878655e+01
8.400488400488401175e-02 3.013013013010000241e-01 4.641609768591195007e+01
8.424908424908425508e-02 3.013013013010000241e-01 4.641609768591195007e+01
8.449328449328449842e-02 3.023023023020000033e-01 4.671693089252509168e+01
8.473748473748474175e-02 3.023023023020000033e-01 4.671693089252509168e+01
8.498168498168498508e-02 3.033033033029999825e-01 4.704058951327396443e+01
8.522588522588522841e-02 3.033033033029999825e-01 4.704058951327396443e+01
8.547008547008547175e-02 3.033033033029999825e-01 4.704058951327396443e+01
8.571428571428571508e-02 3.043043043040000173e-01 4.737872562775683605e+01
8.595848595848595841e-02 3.043043043040000173e-01 4.737872562775683605e+01
8.620268620268620174e-02 3.053053053049999965e-01 4.772169984072526461e+01
8.644688644688644508e-02 3.053053053049999965e-01 4.772169984072526461e+01
8.669108669108668841e-02 3.053053053049999965e-01 4.772169984072526461e+01
8.693528693528693174e-02 3.063063063059999758e-01 4.805853120139089896e+01
8.717948717948717507e-02 3.063063063059999758e-01 4.805853120139089896e+01
8.742368742368741841e-02 3.073073073070000105e-01 4.838388156313477850e+01
8.766788766788766174e-02 3.073073073070000105e-01 4.838388156313477850e+01
8.791208791208790507e-02 3.073073073070000105e-01 4.838388156313477850e+01
8.815628815628816228e-02 3.083083083079999898e-01 4.869921123344342107e+01
8.840048840048840562e-02 3.083083083079999898e-01 4.869921123344342107e+01
8.864468864468864895e-02 3.093093093090000245e-01 4.900815713296264420e+01
8.888888888888889228e-02 3.093093093090000245e-01 4.900815713296264420e+01
8.913308913308913561e-02 3.103103103100000038e-01 4.931508994037390892e+01
8.937728937728937895e-02 3.103103103100000038e-01 4.931508994037390892e+01
8.962148962148962228e-02 3.103103103100000038e-01 4.931508994037390892e+01
8.986568986568986561e-02 3.113113113109999830e-01 4.962471306744929223e+01
9.010989010989010894e-02 3.113113113109999830e-01 4.962471306744929223e+01
9.035409035409035228e-02 3.123123123120000177e-01 4.993750228077416864e+01
9.059829059829059561e-02 3.123123123120000177e-01 4.993750228077416864e+01
9.084249084249083894e-02 3.133133133129999970e-01 5.024887367932128512e+01
9.108669108669108228e-02 3.133133133129999970e-01 5.024887367932128512e+01
9.133089133089132561e-02 3.133133133129999970e-01 5.024887367932128512e+01
9.157509157509156894e-02 3.143143143139999762e-01 5.055419631656388901e+01
9.181929181929182615e-02 3.143143143139999762e-01 5.055419631656388901e+01
9.206349206349206948e-02 3.153153153150000110e-01 5.084965647183295800e+01
9.230769230769231282e-02 3.153153153150000110e-01 5.084965647183295800e+01
9.255189255189255615e-02 3.163163163159999902e-01 5.113167109916780362e+01
9.279609279609279948e-02 3.163163163159999902e-01 5.113167109916780362e+01
9.304029304029304281e-02 3.173173173170000250e-01 5.139984600280927651e+01
9.328449328449328615e-02 3.173173173170000250e-01 5.139984600280927651e+01
9.352869352869352948e-02 3.183183183180000042e-01 5.165598636410906153e+01
9.377289377289377281e-02 3.183183183180000042e-01 5.165598636410906153e+01
9.401709401709401615e-02 3.193193193189999834e-01 5.190234315846826973e+01
9.426129426129425948e-02 3.193193193189999834e-01 5.190234315846826973e+01
